num,date,time,track,beam,start_dt,stop_dt,central_dt,central_lat,central_lon,fname,seg_start,seg_stop,width
0,20200622,00:49.9,1340,3,78044449.82,78044449.98,78044449.9,72.3,-127.297,ATL03_20200622065847_13400705_003_01.h5,50,61,110
1,20200622,00:50.1,1340,3,78044450.02,78044450.18,78044450.1,72.287,-127.303,ATL03_20200622065847_13400705_003_01.h5,53,61,80
2,20200622,00:50.2,1340,3,78044450.09,78044450.24,78044450.17,72.283,-127.305,ATL03_20200622065847_13400705_003_01.h5,48,53,50
3,20200622,00:50.2,1340,3,78044450.1,78044450.26,78044450.18,72.282,-127.305,ATL03_20200622065847_13400705_003_01.h5,49,56,70
4,20200622,00:52.2,1340,1,78044452.15,78044452.31,78044452.23,72.147,-127.172,ATL03_20200622065847_13400705_003_01.h5,48,63,150
5,20200623,23:34.4,1353,1,78117814.31,78117814.47,78117814.39,83.584,-61.477,ATL03_20200623031924_13530704_003_01,42,54,120
6,20200623,23:37.9,1353,1,78117817.86,78117818.02,78117817.94,83.37,-62.106,ATL03_20200623031924_13530704_003_01,43,55,120
7,20200624,29:15.9,1376,1,78247755.77,78247755.94,78247755.86,84.418,-103.395,ATL03_20200624152803_13760704_003_01.h5,63,67,40
8,20200624,32:31.7,1369,3,78208351.66,78208351.82,78208351.74,82.431,-82.811,ATL03_20200624042802_13690704_003_01.h5,46,70,240
9,20200624,54:39.2,1375,3,78242079.08,78242079.24,78242079.16,83.28,-75.459,ATL03_20200624135346_13750704_003_01.h5,49,56,70
10,20200624,54:55.4,1375,1,78242095.35,78242095.52,78242095.43,84.236,-79.082,ATL03_20200624135346_13750704_003_01.h5,45,62,170
11,20200624,58:10.7,1368,1,78202690.59,78202690.75,78202690.67,82.638,-58.267,ATL03_20200624025344_13680704_003_01.h5,47,62,150
12,20200625,02:56.2,4,1,78332576.17,78332576.33,78332576.25,81.995,-90.898,ATL03_20200625150224_00040804_003_01.h5,57,71,140
13,20200625,03:12.7,4,1,78332592.66,78332592.83,78332592.74,83.002,-93.14,ATL03_20200625150224_00040804_003_01.h5,56,64,80
14,20200625,41:45.0,1385,1,78298904.95,78298905.11,78298905.03,80.24,-103.963,ATL03_20200625053640_13850704_003_01.h5,53,61,80
15,20200625,41:45.2,1385,1,78298905.09,78298905.25,78298905.17,80.231,-103.975,ATL03_20200625053640_13850704_003_01.h5,59,65,60
16,20200626,03:16.5,18,3,78411796.39,78411796.55,78411796.47,83.037,-63.406,ATL03_20200626130227_00180804_003_01.h5,53,64,110
17,20200626,03:17.5,18,1,78411797.43,78411797.59,78411797.51,83.081,-64.023,ATL03_20200626130227_00180804_003_01.h5,60,69,90
18,20200626,03:17.8,18,1,78411797.71,78411797.87,78411797.79,83.098,-64.068,ATL03_20200626130227_00180804_003_01.h5,55,66,110
19,20200626,03:18.2,18,1,78411798.07,78411798.24,78411798.15,83.12,-64.126,ATL03_20200626130227_00180804_003_01.h5,61,70,90
20,20200626,03:18.4,18,1,78411798.29,78411798.45,78411798.37,83.133,-64.16,ATL03_20200626130227_00180804_003_01.h5,56,65,90
21,20200626,03:18.5,18,3,78411798.38,78411798.54,78411798.46,83.158,-63.714,ATL03_20200626130227_00180804_003_01.h5,65,74,90
22,20200626,03:22.3,18,1,78411802.25,78411802.42,78411802.34,83.373,-64.819,ATL03_20200626130227_00180804_003_01.h5,63,72,90
23,20200626,03:22.4,18,1,78411802.29,78411802.45,78411802.37,83.375,-64.825,ATL03_20200626130227_00180804_003_01.h5,53,61,80
24,20200626,03:23.3,18,1,78411803.18,78411803.35,78411803.27,83.429,-64.981,ATL03_20200626130227_00180804_003_01.h5,56,61,50
25,20200626,03:24.2,18,1,78411804.16,78411804.33,78411804.24,83.488,-65.154,ATL03_20200626130227_00180804_003_01.h5,65,71,60
26,20200626,03:24.3,18,1,78411804.26,78411804.43,78411804.34,83.494,-65.172,ATL03_20200626130227_00180804_003_01.h5,52,63,110
27,20200626,03:25.0,18,1,78411804.96,78411805.12,78411805.04,83.536,-65.297,ATL03_20200626130227_00180804_003_01.h5,59,69,100
28,20200626,06:17.9,11,1,78372377.83,78372378,78372377.91,84.673,-40.311,ATL03_20200626020225_00110804_003_01.h5,51,61,100
29,20200626,06:19.8,11,1,78372379.68,78372379.85,78372379.76,84.564,-40.788,ATL03_20200626020225_00110804_003_01.h5,61,66,50
30,20200626,06:20.7,11,3,78372380.57,78372380.74,78372380.66,84.531,-41.589,ATL03_20200626020225_00110804_003_01.h5,56,69,130
32,20200626,06:33.9,11,3,78372393.84,78372394,78372393.92,83.739,-44.414,ATL03_20200626020225_00110804_003_01,58,71,130
34,20200626,06:37.3,11,3,78372397.17,78372397.34,78372397.26,83.538,-45.019,ATL03_20200626020225_00110804_003_01.h5,58,71,130
36,20200626,06:38.7,11,3,78372398.66,78372398.83,78372398.74,83.448,-45.276,ATL03_20200626020225_00110804_003_01.h5,57,64,70
37,20200626,06:38.8,11,3,78372398.76,78372398.93,78372398.84,83.442,-45.293,ATL03_20200626020225_00110804_003_01.h5,53,70,170
38,20200626,06:43.0,11,3,78372402.92,78372403.08,78372403,83.19,-45.978,ATL03_20200626020225_00110804_003_01,45,66,210
40,20200626,06:43.4,11,3,78372403.32,78372403.48,78372403.4,83.166,-46.039,ATL03_20200626020225_00110804_003_01.h5,49,65,160
41,20200626,06:43.8,11,1,78372403.72,78372403.89,78372403.8,83.126,-45.632,ATL03_20200626020225_00110804_003_01,50,63,130
42,20200626,11:43.4,20,3,78423103.3,78423103.47,78423103.39,82.556,-109.501,ATL03_20200626161102_00200804_003_01.h5,59,65,60
43,20200626,11:45.7,20,1,78423105.63,78423105.8,78423105.72,82.68,-110.252,ATL03_20200626161102_00200804_003_01.h5,54,63,90
44,20200626,15:38.2,13,3,78383738.09,78383738.26,78383738.18,81.951,-95.961,ATL03_20200626051100_00130804_003_01.h5,55,67,120
45,20200626,15:45.3,13,3,78383745.22,78383745.38,78383745.3,81.512,-96.738,ATL03_20200626051100_00130804_003_01.h5,51,65,140
46,20200626,15:45.4,13,3,78383745.32,78383745.48,78383745.4,81.506,-96.749,ATL03_20200626051100_00130804_003_01.h5,48,60,120
47,20200626,15:56.4,13,3,78383756.36,78383756.52,78383756.44,80.824,-97.812,ATL03_20200626051100_00130804_003_01.h5,56,66,100
48,20200626,15:57.2,13,1,78383757.1,78383757.26,78383757.18,80.767,-97.521,ATL03_20200626051100_00130804_003_01.h5,47,57,100
49,20200626,15:57.7,13,1,78383757.63,78383757.79,78383757.71,80.734,-97.569,ATL03_20200626051100_00130804_003_01.h5,53,67,140
50,20200626,15:57.7,13,2,78383757.62,78383757.78,78383757.7,80.74,-97.747,ATL03_20200626051100_00130804_003_01.h5,52,64,120
51,20200626,15:58.4,13,2,78383758.3,78383758.46,78383758.38,80.698,-97.807,ATL03_20200626051100_00130804_003_01.h5,82,88,60
52,20200626,15:58.5,13,2,78383758.45,78383758.61,78383758.53,80.689,-97.819,ATL03_20200626051100_00130804_003_01.h5,48,59,110
53,20200626,15:59.7,13,1,78383759.65,78383759.81,78383759.73,80.609,-97.748,ATL03_20200626051100_00130804_003_01.h5,58,64,60
54,20200626,16:01.7,13,3,78383761.63,78383761.79,78383761.71,80.497,-98.269,ATL03_20200626051100_00130804_003_01.h5,58,71,130
55,20200627,11:51.6,34,3,78502311.55,78502311.71,78502311.63,82.85,-80.859,ATL03_20200627141105_00340804_003_01.h5,51,61,100
56,20200627,15:21.9,27,1,78462921.8,78462921.97,78462921.89,83.139,-63.519,ATL03_20200627031104_00270804_003_01,50,64,140
57,20200627,15:23.1,27,3,78462923.03,78462923.19,78462923.11,83.08,-64.181,ATL03_20200627031104_00270804_003_01,46,57,110
58,20200627,15:23.9,27,3,78462923.85,78462924.02,78462923.93,83.03,-64.307,ATL03_20200627031104_00270804_003_01,49,67,180
59,20200627,15:24.8,27,3,78462924.67,78462924.84,78462924.76,82.98,-64.431,ATL03_20200627031104_00270804_003_01,62,70,80
60,20200627,38:19.8,33,3,78496699.67,78496699.85,78496699.76,85.553,-67.727,ATL03_20200627123648_00330804_003_01.h5,67,74,70
61,20200627,45:26.0,35,1,78507925.9,78507926.06,78507925.98,80.182,-100.2,ATL03_20200627154523_00350804_003_01.h5,53,67,140
62,20200627,45:34.3,35,3,78507934.24,78507934.4,78507934.32,80.714,-100.562,ATL03_20200627154523_00350804_003_01.h5,54,65,110
63,20200628,11:58.6,48,3,78581518.54,78581518.71,78581518.62,83.068,-52.071,ATL03_20200628121109_00480804_003_01,53,65,120
64,20200628,12:02.0,48,3,78581521.95,78581522.12,78581522.03,83.275,-52.609,ATL03_20200628121109_00480804_003_01,58,69,110
65,20200628,12:03.9,48,3,78581523.87,78581524.03,78581523.95,83.391,-52.927,ATL03_20200628121109_00480804_003_01,55,70,150
66,20200628,12:06.4,48,1,78581526.32,78581526.48,78581526.4,83.519,-53.833,ATL03_20200628121109_00480804_003_01,56,75,190
67,20200628,12:06.7,48,1,78581526.58,78581526.75,78581526.67,83.535,-53.881,ATL03_20200628121109_00480804_003_01,58,68,100
68,20200628,12:06.8,48,1,78581526.72,78581526.88,78581526.8,83.543,-53.905,ATL03_20200628121109_00480804_003_01,50,60,100
69,20200628,12:11.6,48,1,78581531.56,78581531.73,78581531.65,83.834,-54.823,ATL03_20200628121109_00480804_003_01,53,73,200
70,20200628,12:12.4,48,1,78581532.3,78581532.47,78581532.38,83.878,-54.97,ATL03_20200628121109_00480804_003_01,58,73,150
71,20200628,20:09.9,50,1,78592809.83,78592809.99,78592809.91,81.615,-96.673,ATL03_20200628151943_00500804_003_01,49,63,140
72,20200628,20:20.2,50,1,78592820.08,78592820.24,78592820.16,82.244,-97.879,ATL03_20200628151943_00500804_003_01,48,65,170
73,20200628,20:21.5,50,1,78592821.45,78592821.61,78592821.53,82.328,-98.055,ATL03_20200628151943_00500804_003_01,56,63,70
74,20200628,20:25.7,50,1,78592825.66,78592825.82,78592825.74,82.585,-98.618,ATL03_20200628151943_00500804_003_01,58,62,40
75,20200628,20:28.3,50,1,78592828.22,78592828.38,78592828.3,82.741,-98.979,ATL03_20200628151943_00500804_003_01,54,63,90
76,20200628,20:31.9,50,3,78592831.77,78592831.93,78592831.85,82.976,-99.056,ATL03_20200628151943_00500804_003_01,53,63,100
77,20200628,20:32.6,50,3,78592832.52,78592832.69,78592832.61,83.022,-99.17,ATL03_20200628151943_00500804_003_01,53,64,110
78,20200628,20:36.9,50,3,78592836.84,78592837,78592836.92,83.284,-99.846,ATL03_20200628151943_00500804_003_01,48,60,120
79,20200628,58:54.4,44,3,78559134.32,78559134.48,78559134.4,80.894,-109.906,ATL03_20200628055359_00440804_003_01,58,69,110
80,20200628,58:54.4,44,3,78559134.27,78559134.44,78559134.36,80.897,-109.902,ATL03_20200628055359_00440804_003_01,51,64,130
81,20200628,59:01.4,44,3,78559141.28,78559141.44,78559141.36,80.463,-110.511,ATL03_20200628055359_00440804_003_01,51,61,100
82,20200628,59:09.5,44,1,78559149.45,78559149.62,78559149.53,79.945,-110.83,ATL03_20200628055908_00440805_003_01,50,60,100
83,20200628,59:09.8,44,1,78559149.73,78559149.89,78559149.81,79.928,-110.852,ATL03_20200628055908_00440805_003_01,51,67,160
84,20200628,59:10.1,44,1,78559150.02,78559150.18,78559150.1,79.91,-110.874,ATL03_20200628055908_00440805_003_01,50,59,90
86,20200628,59:11.9,44,2,78559151.87,78559152.03,78559151.95,79.8,-111.177,ATL03_20200628055908_00440805_003_01.h5,53,64,110
87,20200628,59:12.0,44,3,78559151.9,78559152.06,78559151.98,79.803,-111.342,ATL03_20200628055908_00440805_003_01.h5,52,69,170
88,20200628,59:12.7,44,2,78559152.58,78559152.74,78559152.66,79.756,-111.229,ATL03_20200628055908_00440805_003_01.h5,51,64,130
89,20200628,59:12.7,44,3,78559152.64,78559152.8,78559152.72,79.757,-111.396,ATL03_20200628055908_00440805_003_01.h5,48,55,70
90,20200628,59:14.1,44,2,78559154.04,78559154.2,78559154.12,79.665,-111.338,ATL03_20200628055908_00440805_003_01.h5,59,67,80
91,20200628,59:14.5,44,2,78559154.38,78559154.54,78559154.46,79.644,-111.361,ATL03_20200628055908_00440805_003_01,40,54,140
92,20200628,59:14.5,44,3,78559154.41,78559154.57,78559154.49,79.647,-111.524,ATL03_20200628055908_00440805_003_01,50,58,80
93,20200628,59:14.6,44,3,78559154.55,78559154.71,78559154.63,79.638,-111.534,ATL03_20200628055908_00440805_003_01,49,66,170
95,20200628,59:15.5,44,3,78559155.37,78559155.53,78559155.45,79.587,-111.592,ATL03_20200628055908_00440805_003_01.h5,51,62,110
96,20200628,59:16.2,44,3,78559156.09,78559156.26,78559156.17,79.542,-111.642,ATL03_20200628055908_00440805_003_01,41,64,230
99,20200628,59:16.4,44,1,78559156.32,78559156.48,78559156.4,79.518,-111.341,ATL03_20200628055908_00440805_003_01.h5,52,70,180
100,20200628,59:16.5,44,1,78559156.4,78559156.56,78559156.48,79.513,-111.347,ATL03_20200628055908_00440805_003_01.h5,57,70,130
101,20200628,59:17.0,44,2,78559156.93,78559157.09,78559157.01,79.485,-111.542,ATL03_20200628055908_00440805_003_01,51,65,140
103,20200628,59:17.1,44,2,78559157.03,78559157.19,78559157.11,79.479,-111.549,ATL03_20200628055908_00440805_003_01,43,57,140
104,20200628,59:17.7,44,1,78559157.61,78559157.77,78559157.69,79.438,-111.434,ATL03_20200628055908_00440805_003_01,39,53,140
105,20200628,59:17.7,44,3,78559157.65,78559157.81,78559157.73,79.445,-111.752,ATL03_20200628055908_00440805_003_01,48,63,150
107,20200628,59:17.9,44,1,78559157.83,78559158,78559157.91,79.424,-111.45,ATL03_20200628055908_00440805_003_01.h5,50,61,110
109,20200628,59:18.4,44,2,78559158.3,78559158.46,78559158.38,79.4,-111.638,ATL03_20200628055908_00440805_003_01.h5,39,64,250
110,20200628,59:18.7,44,1,78559158.65,78559158.81,78559158.73,79.373,-111.507,ATL03_20200628055908_00440805_003_01,52,61,90
111,20200628,59:26.1,44,2,78559166.05,78559166.21,78559166.13,78.917,-112.153,ATL03_20200628055908_00440805_003_01,50,64,140
112,20200629,20:38.7,64,3,78672038.62,78672038.78,78672038.7,83.193,-70.296,ATL03_20200629131947_00640804_003_01,49,60,110
113,20200629,20:48.4,64,3,78672048.34,78672048.51,78672048.43,83.781,-71.983,ATL03_20200629131947_00640804_003_01,64,78,140
114,20200629,21:02.6,64,3,78672062.52,78672062.69,78672062.6,84.626,-75.077,ATL03_20200629131947_00640804_003_01,58,66,80
115,20200629,23:51.5,57,1,78632631.46,78632631.63,78632631.55,83.852,-49.977,ATL03_20200629021945_00570804_003_01,56,70,140
116,20200629,24:00.1,57,1,78632640.03,78632640.19,78632640.11,83.337,-51.552,ATL03_20200629021945_00570804_003_01,57,67,100
117,20200629,28:09.6,66,2,78683289.5,78683289.66,78683289.58,79.245,-111.119,ATL03_20200629162256_00660803_003_01,57,71,140
118,20200629,28:09.6,66,2,78683289.53,78683289.69,78683289.61,79.247,-111.121,ATL03_20200629162256_00660803_003_01,55,64,90
119,20200629,28:09.9,66,3,78683289.84,78683290,78683289.92,79.273,-110.99,ATL03_20200629162256_00660803_003_01,60,71,110
120,20200629,28:14.3,66,1,78683294.17,78683294.33,78683294.25,79.529,-111.598,ATL03_20200629162256_00660803_003_01,54,67,130
121,20200629,28:21.2,66,1,78683301.07,78683301.24,78683301.15,79.958,-112.113,ATL03_20200629162256_00660803_003_01,55,65,100
122,20200629,28:28.2,66,1,78683308.13,78683308.29,78683308.21,80.396,-112.684,ATL03_20200629162821_00660804_003_01,59,69,100
123,20200629,28:30.4,66,3,78683310.3,78683310.46,78683310.38,80.545,-112.527,ATL03_20200629162821_00660804_003_01,49,60,110
124,20200629,28:30.4,66,3,78683310.36,78683310.52,78683310.44,80.549,-112.532,ATL03_20200629162821_00660804_003_01,55,67,120
125,20200629,28:33.5,66,1,78683313.38,78683313.54,78683313.46,80.721,-113.142,ATL03_20200629162821_00660804_003_01,54,64,100
126,20200629,28:35.2,66,1,78683315.08,78683315.24,78683315.16,80.826,-113.296,ATL03_20200629162821_00660804_003_01,55,66,110
127,20200629,28:35.2,66,3,78683315.12,78683315.28,78683315.2,80.844,-112.947,ATL03_20200629162821_00660804_003_01,46,63,170
128,20200629,28:40.1,66,1,78683320.01,78683320.17,78683320.09,81.131,-113.766,ATL03_20200629162821_00660804_003_01,58,66,80
129,20200629,32:29.0,59,3,78643948.87,78643949.04,78643948.95,83.716,-98.221,ATL03_20200629052820_00590804_003_01,39,55,160
130,20200629,32:38.9,59,1,78643958.78,78643958.94,78643958.86,83.102,-99.43,ATL03_20200629052820_00590804_003_01,52,58,60
131,20200629,32:39.9,59,3,78643959.85,78643960.02,78643959.94,83.052,-100.065,ATL03_20200629052820_00590804_003_01,51,60,90
132,20200629,32:49.5,59,1,78643969.37,78643969.53,78643969.45,82.458,-100.975,ATL03_20200629052820_00590804_003_01,38,53,150
134,20200629,32:55.6,59,1,78643975.47,78643975.63,78643975.55,82.085,-101.755,ATL03_20200629052820_00590804_003_01,49,58,90
135,20200629,32:55.8,59,1,78643975.71,78643975.88,78643975.8,82.07,-101.785,ATL03_20200629052820_00590804_003_01,44,52,80
136,20200629,32:58.7,59,3,78643978.58,78643978.74,78643978.66,81.907,-102.528,ATL03_20200629052820_00590804_003_01,50,61,110
137,20200629,32:59.1,59,1,78643979.04,78643979.2,78643979.12,81.866,-102.178,ATL03_20200629052820_00590804_003_01,49,56,70
138,20200629,33:01.3,59,1,78643981.19,78643981.35,78643981.27,81.734,-102.424,ATL03_20200629052820_00590804_003_01,52,64,120
139,20200629,33:02.2,59,3,78643982.12,78643982.29,78643982.2,81.689,-102.921,ATL03_20200629052820_00590804_003_01,51,65,140
140,20200629,33:06.8,59,1,78643986.71,78643986.88,78643986.79,81.394,-103.02,ATL03_20200629052820_00590804_003_01,54,62,80
141,20200629,33:07.8,59,3,78643987.7,78643987.86,78643987.78,81.345,-103.501,ATL03_20200629052820_00590804_003_01,57,66,90
142,20200629,33:25.7,59,3,78644005.61,78644005.77,78644005.69,80.236,-105.1,ATL03_20200629052820_00590804_003_01,49,64,150
143,20200629,33:25.8,59,3,78644005.74,78644005.9,78644005.82,80.228,-105.111,ATL03_20200629052820_00590804_003_01,44,70,260
144,20200629,33:28.0,59,1,78644007.92,78644008.08,78644008,80.082,-104.947,ATL03_20200629052820_00590804_003_01,59,63,40
145,20200629,54:37.2,65,1,78677677.15,78677677.32,78677677.24,82.027,-91.739,ATL03_20200629145404_00650804_003_01,61,84,230
146,20200629,55:04.4,65,1,78677704.27,78677704.44,78677704.35,83.675,-95.82,ATL03_20200629145404_00650804_003_01,63,73,100
147,20200629,55:05.8,65,3,78677705.67,78677705.84,78677705.75,83.78,-95.585,ATL03_20200629145404_00650804_003_01,54,66,120
148,20200629,55:16.3,65,1,78677716.23,78677716.4,78677716.31,84.388,-98.351,ATL03_20200629145404_00650804_003_01,67,76,90
149,20200629,55:20.3,65,2,78677720.25,78677720.42,78677720.33,84.637,-99.065,ATL03_20200629145404_00650804_003_01,61,72,110
150,20200629,57:53.4,58,3,78638273.35,78638273.52,78638273.44,84.794,-70.583,ATL03_20200629035403_00580804_003_01,51,61,100
151,20200629,58:03.6,58,1,78638283.56,78638283.73,78638283.65,84.171,-72.49,ATL03_20200629035403_00580804_003_01,52,61,90
152,20200629,58:05.7,58,1,78638285.6,78638285.76,78638285.68,84.05,-72.928,ATL03_20200629035403_00580804_003_01,58,67,90
153,20200629,58:19.9,58,3,78638299.83,78638299.99,78638299.91,83.21,-76.051,ATL03_20200629035403_00580804_003_01,49,63,140
154,20200630,02:45.8,81,1,78768165.7,78768165.86,78768165.78,80.212,-106.728,ATL03_20200630160242_00810804_003_01,52,65,130
155,20200630,02:46.9,81,2,78768166.82,78768166.98,78768166.9,80.289,-106.653,ATL03_20200630160242_00810804_003_01,45,63,180
156,20200630,02:49.7,81,3,78768169.65,78768169.81,78768169.73,80.472,-106.718,ATL03_20200630160242_00810804_003_01,50,64,140
157,20200630,03:20.8,81,3,78768200.68,78768200.84,78768200.76,82.386,-109.917,ATL03_20200630160242_00810804_003_01,48,64,160
158,20200630,03:21.0,81,3,78768200.92,78768201.09,78768201,82.401,-109.949,ATL03_20200630160242_00810804_003_01,53,66,130
159,20200630,03:44.5,81,1,78768224.39,78768224.55,78768224.47,83.805,-114.132,ATL03_20200630160242_00810804_003_01,57,69,120
160,20200630,06:29.9,74,3,78728789.78,78728789.95,78728789.87,84.884,-88.063,ATL03_20200630050241_00740804_003_01,60,66,60
161,20200630,06:35.4,74,1,78728795.28,78728795.45,78728795.36,84.541,-88.918,ATL03_20200630050241_00740804_003_01,53,59,60
162,20200630,06:39.9,74,2,78728799.85,78728800.02,78728799.94,84.28,-90.29,ATL03_20200630050241_00740804_003_01,53,62,90
163,20200630,06:51.2,74,1,78728811.16,78728811.33,78728811.24,83.595,-92.328,ATL03_20200630050241_00740804_003_01,54,62,80
164,20200630,06:52.9,74,2,78728812.84,78728813.01,78728812.93,83.502,-92.881,ATL03_20200630050241_00740804_003_01,51,60,90
165,20200630,06:58.7,74,1,78728818.6,78728818.76,78728818.68,83.146,-93.608,ATL03_20200630050241_00740804_003_01,46,64,180
167,20200630,07:21.0,74,3,78728840.94,78728841.1,78728841.02,81.795,-97.025,ATL03_20200630050241_00740804_003_01,49,60,110
168,20200630,07:22.5,74,1,78728842.46,78728842.62,78728842.54,81.689,-96.798,ATL03_20200630050241_00740804_003_01,47,56,90
169,20200630,07:23.4,74,1,78728843.33,78728843.5,78728843.41,81.635,-96.895,ATL03_20200630050241_00740804_003_01,58,68,100
170,20200630,07:29.5,74,3,78728849.37,78728849.53,78728849.45,81.275,-97.906,ATL03_20200630050241_00740804_003_01,51,60,90
171,20200630,07:30.6,74,3,78728850.52,78728850.68,78728850.6,81.204,-98.018,ATL03_20200630050241_00740804_003_01,51,59,80
172,20200630,29:13.0,80,1,78762552.9,78762553.07,78762552.99,82.955,-88.093,ATL03_20200630142825_00800804_003_01,55,63,80
173,20200630,29:29.5,80,3,78762569.41,78762569.57,78762569.49,83.974,-90.441,ATL03_20200630142825_00800804_003_01,55,64,90
174,20200630,32:12.7,73,3,78723132.6,78723132.77,78723132.69,84.869,-64.522,ATL03_20200630032823_00730804_003_01,56,63,70
175,20200630,32:19.8,73,1,78723139.67,78723139.84,78723139.75,84.433,-65.755,ATL03_20200630032823_00730804_003_01,59,66,70
